,_id,dezenas,premiacoes
119,"{'loteria': 'super-sete', 'concurso': 120}","['6', '6', '5', '6', '0', '4', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '1.074,80'}, {'acertos': '4 Pontos', 'vencedores': 708, 'premio': '63,75'}, {'acertos': '3 Pontos', 'vencedores': 6603, 'premio': '5,00'}]"
120,"{'loteria': 'super-sete', 'concurso': 121}","['7', '4', '5', '7', '8', '7', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '876,27'}, {'acertos': '4 Pontos', 'vencedores': 791, 'premio': '58,71'}, {'acertos': '3 Pontos', 'vencedores': 7526, 'premio': '5,00'}]"
121,"{'loteria': 'super-sete', 'concurso': 122}","['3', '5', '8', '8', '4', '3', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 54, 'premio': '905,05'}, {'acertos': '4 Pontos', 'vencedores': 893, 'premio': '54,72'}, {'acertos': '3 Pontos', 'vencedores': 7720, 'premio': '5,00'}]"
122,"{'loteria': 'super-sete', 'concurso': 123}","['4', '8', '3', '6', '9', '0', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '16.529,46'}, {'acertos': '5 Pontos', 'vencedores': 44, 'premio': '1.073,34'}, {'acertos': '4 Pontos', 'vencedores': 668, 'premio': '70,69'}, {'acertos': '3 Pontos', 'vencedores': 7032, 'premio': '5,00'}]"
123,"{'loteria': 'super-sete', 'concurso': 124}","['0', '8', '2', '9', '9', '6', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '11.937,61'}, {'acertos': '5 Pontos', 'vencedores': 65, 'premio': '787,09'}, {'acertos': '4 Pontos', 'vencedores': 881, 'premio': '58,07'}, {'acertos': '3 Pontos', 'vencedores': 7901, 'premio': '5,00'}]"
124,"{'loteria': 'super-sete', 'concurso': 125}","['2', '1', '7', '3', '5', '2', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '12.699,94'}, {'acertos': '5 Pontos', 'vencedores': 67, 'premio': '812,36'}, {'acertos': '4 Pontos', 'vencedores': 1086, 'premio': '50,11'}, {'acertos': '3 Pontos', 'vencedores': 9189, 'premio': '5,00'}]"
125,"{'loteria': 'super-sete', 'concurso': 126}","['7', '9', '5', '2', '8', '1', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '8.923,53'}, {'acertos': '5 Pontos', 'vencedores': 57, 'premio': '894,59'}, {'acertos': '4 Pontos', 'vencedores': 808, 'premio': '63,10'}, {'acertos': '3 Pontos', 'vencedores': 7565, 'premio': '5,00'}]"
126,"{'loteria': 'super-sete', 'concurso': 127}","['3', '6', '9', '2', '7', '8', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '35.945,24'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '933,64'}, {'acertos': '4 Pontos', 'vencedores': 925, 'premio': '55,51'}, {'acertos': '3 Pontos', 'vencedores': 8387, 'premio': '5,00'}]"
127,"{'loteria': 'super-sete', 'concurso': 128}","['5', '5', '4', '7', '8', '4', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '18.111,24'}, {'acertos': '5 Pontos', 'vencedores': 54, 'premio': '958,26'}, {'acertos': '4 Pontos', 'vencedores': 928, 'premio': '55,76'}, {'acertos': '3 Pontos', 'vencedores': 7883, 'premio': '5,00'}]"
128,"{'loteria': 'super-sete', 'concurso': 129}","['4', '6', '1', '4', '1', '1', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '1.129,01'}, {'acertos': '4 Pontos', 'vencedores': 874, 'premio': '59,42'}, {'acertos': '3 Pontos', 'vencedores': 8246, 'premio': '5,00'}]"
129,"{'loteria': 'super-sete', 'concurso': 130}","['9', '0', '6', '0', '6', '7', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '12.588,64'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '980,93'}, {'acertos': '4 Pontos', 'vencedores': 817, 'premio': '66,03'}, {'acertos': '3 Pontos', 'vencedores': 7165, 'premio': '5,00'}]"
130,"{'loteria': 'super-sete', 'concurso': 131}","['0', '2', '0', '2', '9', '8', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '19.524,19'}, {'acertos': '5 Pontos', 'vencedores': 91, 'premio': '613,00'}, {'acertos': '4 Pontos', 'vencedores': 1080, 'premio': '51,65'}, {'acertos': '3 Pontos', 'vencedores': 10017, 'premio': '5,00'}]"
131,"{'loteria': 'super-sete', 'concurso': 132}","['9', '2', '7', '1', '0', '5', '1']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '2.918.679,64'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '9.104,83'}, {'acertos': '5 Pontos', 'vencedores': 67, 'premio': '776,53'}, {'acertos': '4 Pontos', 'vencedores': 838, 'premio': '62,08'}, {'acertos': '3 Pontos', 'vencedores': 8098, 'premio': '5,00'}]"
132,"{'loteria': 'super-sete', 'concurso': 133}","['1', '2', '4', '4', '0', '7', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '843,73'}, {'acertos': '4 Pontos', 'vencedores': 685, 'premio': '45,57'}, {'acertos': '3 Pontos', 'vencedores': 5915, 'premio': '5,00'}]"
133,"{'loteria': 'super-sete', 'concurso': 134}","['5', '3', '5', '5', '8', '7', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.941,04'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '681,39'}, {'acertos': '4 Pontos', 'vencedores': 646, 'premio': '48,52'}, {'acertos': '3 Pontos', 'vencedores': 5888, 'premio': '5,00'}]"
134,"{'loteria': 'super-sete', 'concurso': 135}","['1', '2', '2', '0', '6', '7', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.010,48'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '666,99'}, {'acertos': '4 Pontos', 'vencedores': 699, 'premio': '42,93'}, {'acertos': '3 Pontos', 'vencedores': 5677, 'premio': '5,00'}]"
135,"{'loteria': 'super-sete', 'concurso': 136}","['4', '5', '5', '8', '2', '4', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.076,80'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '687,99'}, {'acertos': '4 Pontos', 'vencedores': 544, 'premio': '58,17'}, {'acertos': '3 Pontos', 'vencedores': 4832, 'premio': '5,00'}]"
136,"{'loteria': 'super-sete', 'concurso': 137}","['0', '6', '3', '6', '7', '1', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 37, 'premio': '1.227,03'}, {'acertos': '4 Pontos', 'vencedores': 753, 'premio': '60,29'}, {'acertos': '3 Pontos', 'vencedores': 7013, 'premio': '5,00'}]"
137,"{'loteria': 'super-sete', 'concurso': 138}","['7', '7', '0', '6', '6', '0', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 46, 'premio': '951,80'}, {'acertos': '4 Pontos', 'vencedores': 635, 'premio': '68,94'}, {'acertos': '3 Pontos', 'vencedores': 6530, 'premio': '5,00'}]"
138,"{'loteria': 'super-sete', 'concurso': 139}","['1', '6', '7', '4', '2', '4', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '7.955,17'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '826,51'}, {'acertos': '4 Pontos', 'vencedores': 943, 'premio': '48,20'}, {'acertos': '3 Pontos', 'vencedores': 8532, 'premio': '5,00'}]"
139,"{'loteria': 'super-sete', 'concurso': 140}","['1', '1', '9', '9', '7', '8', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '701,34'}, {'acertos': '4 Pontos', 'vencedores': 1060, 'premio': '46,31'}, {'acertos': '3 Pontos', 'vencedores': 8798, 'premio': '5,00'}]"
140,"{'loteria': 'super-sete', 'concurso': 141}","['7', '2', '4', '7', '3', '1', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '12.487,95'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '891,99'}, {'acertos': '4 Pontos', 'vencedores': 533, 'premio': '66,94'}, {'acertos': '3 Pontos', 'vencedores': 5559, 'premio': '5,00'}]"
141,"{'loteria': 'super-sete', 'concurso': 142}","['3', '1', '9', '9', '8', '8', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 43, 'premio': '1.065,23'}, {'acertos': '4 Pontos', 'vencedores': 771, 'premio': '59,41'}, {'acertos': '3 Pontos', 'vencedores': 6686, 'premio': '5,00'}]"
142,"{'loteria': 'super-sete', 'concurso': 143}","['2', '2', '5', '7', '8', '1', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '14.777,61'}, {'acertos': '5 Pontos', 'vencedores': 44, 'premio': '959,58'}, {'acertos': '4 Pontos', 'vencedores': 871, 'premio': '48,47'}, {'acertos': '3 Pontos', 'vencedores': 7361, 'premio': '5,00'}]"
143,"{'loteria': 'super-sete', 'concurso': 144}","['0', '1', '0', '0', '9', '9', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '9.924,69'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '708,90'}, {'acertos': '4 Pontos', 'vencedores': 958, 'premio': '44,39'}, {'acertos': '3 Pontos', 'vencedores': 8016, 'premio': '5,00'}]"
144,"{'loteria': 'super-sete', 'concurso': 145}","['5', '7', '1', '9', '2', '4', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '6.655,13'}, {'acertos': '5 Pontos', 'vencedores': 79, 'premio': '601,72'}, {'acertos': '4 Pontos', 'vencedores': 847, 'premio': '56,12'}, {'acertos': '3 Pontos', 'vencedores': 7137, 'premio': '5,00'}]"
145,"{'loteria': 'super-sete', 'concurso': 146}","['0', '0', '5', '5', '0', '7', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '19.004,31'}, {'acertos': '5 Pontos', 'vencedores': 56, 'premio': '969,60'}, {'acertos': '4 Pontos', 'vencedores': 934, 'premio': '58,13'}, {'acertos': '3 Pontos', 'vencedores': 8831, 'premio': '5,00'}]"
146,"{'loteria': 'super-sete', 'concurso': 147}","['7', '5', '9', '4', '1', '0', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '10.124,66'}, {'acertos': '5 Pontos', 'vencedores': 59, 'premio': '980,59'}, {'acertos': '4 Pontos', 'vencedores': 855, 'premio': '67,66'}, {'acertos': '3 Pontos', 'vencedores': 7998, 'premio': '5,00'}]"
147,"{'loteria': 'super-sete', 'concurso': 148}","['2', '5', '4', '0', '0', '6', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '12.503,15'}, {'acertos': '5 Pontos', 'vencedores': 70, 'premio': '765,49'}, {'acertos': '4 Pontos', 'vencedores': 961, 'premio': '55,75'}, {'acertos': '3 Pontos', 'vencedores': 8788, 'premio': '5,00'}]"
148,"{'loteria': 'super-sete', 'concurso': 149}","['4', '0', '5', '2', '0', '8', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 61, 'premio': '895,77'}, {'acertos': '4 Pontos', 'vencedores': 894, 'premio': '61,12'}, {'acertos': '3 Pontos', 'vencedores': 8206, 'premio': '5,00'}]"
149,"{'loteria': 'super-sete', 'concurso': 150}","['2', '5', '6', '6', '1', '6', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 83, 'premio': '680,21'}, {'acertos': '4 Pontos', 'vencedores': 948, 'premio': '59,55'}, {'acertos': '3 Pontos', 'vencedores': 8866, 'premio': '5,00'}]"
150,"{'loteria': 'super-sete', 'concurso': 151}","['3', '4', '5', '5', '0', '2', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '20.504,93'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '976,42'}, {'acertos': '4 Pontos', 'vencedores': 1133, 'premio': '51,70'}, {'acertos': '3 Pontos', 'vencedores': 9743, 'premio': '5,00'}]"
151,"{'loteria': 'super-sete', 'concurso': 152}","['5', '9', '2', '6', '1', '5', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '11.067,10'}, {'acertos': '5 Pontos', 'vencedores': 74, 'premio': '854,60'}, {'acertos': '4 Pontos', 'vencedores': 1004, 'premio': '62,98'}, {'acertos': '3 Pontos', 'vencedores': 9273, 'premio': '5,00'}]"
152,"{'loteria': 'super-sete', 'concurso': 153}","['4', '0', '2', '1', '8', '7', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 7, 'premio': '6.308,31'}, {'acertos': '5 Pontos', 'vencedores': 89, 'premio': '708,79'}, {'acertos': '4 Pontos', 'vencedores': 1304, 'premio': '48,37'}, {'acertos': '3 Pontos', 'vencedores': 10668, 'premio': '5,00'}]"
153,"{'loteria': 'super-sete', 'concurso': 154}","['4', '5', '2', '1', '0', '7', '7']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '2.933.853,33'}, {'acertos': '6 Pontos', 'vencedores': 12, 'premio': '4.113,97'}, {'acertos': '5 Pontos', 'vencedores': 122, 'premio': '578,07'}, {'acertos': '4 Pontos', 'vencedores': 1634, 'premio': '43,16'}, {'acertos': '3 Pontos', 'vencedores': 11775, 'premio': '5,00'}]"
154,"{'loteria': 'super-sete', 'concurso': 155}","['0', '3', '6', '2', '8', '2', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '14.080,72'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '670,51'}, {'acertos': '4 Pontos', 'vencedores': 695, 'premio': '57,88'}, {'acertos': '3 Pontos', 'vencedores': 6105, 'premio': '5,00'}]"
155,"{'loteria': 'super-sete', 'concurso': 156}","['7', '0', '6', '4', '7', '1', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '20.093,55'}, {'acertos': '5 Pontos', 'vencedores': 29, 'premio': '989,83'}, {'acertos': '4 Pontos', 'vencedores': 442, 'premio': '64,94'}, {'acertos': '3 Pontos', 'vencedores': 3959, 'premio': '5,00'}]"
156,"{'loteria': 'super-sete', 'concurso': 157}","['0', '4', '8', '9', '9', '3', '8']","[{'acertos': '7 Pontos', 'vencedores': 1, 'premio': '269.799,02'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '12.662,27'}, {'acertos': '5 Pontos', 'vencedores': 23, 'premio': '1.572,95'}, {'acertos': '4 Pontos', 'vencedores': 521, 'premio': '69,43'}, {'acertos': '3 Pontos', 'vencedores': 5139, 'premio': '5,00'}]"
157,"{'loteria': 'super-sete', 'concurso': 158}","['5', '7', '8', '7', '1', '6', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '21.346,55'}, {'acertos': '5 Pontos', 'vencedores': 23, 'premio': '1.325,87'}, {'acertos': '4 Pontos', 'vencedores': 449, 'premio': '67,91'}, {'acertos': '3 Pontos', 'vencedores': 4513, 'premio': '5,00'}]"
158,"{'loteria': 'super-sete', 'concurso': 159}","['8', '3', '0', '4', '6', '0', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '7.360,41'}, {'acertos': '5 Pontos', 'vencedores': 31, 'premio': '1.017,56'}, {'acertos': '4 Pontos', 'vencedores': 463, 'premio': '68,13'}, {'acertos': '3 Pontos', 'vencedores': 4521, 'premio': '5,00'}]"
159,"{'loteria': 'super-sete', 'concurso': 160}","['5', '8', '2', '9', '9', '7', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '7.847,00'}, {'acertos': '5 Pontos', 'vencedores': 24, 'premio': '1.401,24'}, {'acertos': '4 Pontos', 'vencedores': 524, 'premio': '64,17'}, {'acertos': '3 Pontos', 'vencedores': 4915, 'premio': '5,00'}]"
160,"{'loteria': 'super-sete', 'concurso': 161}","['5', '4', '0', '6', '0', '7', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.895,73'}, {'acertos': '5 Pontos', 'vencedores': 40, 'premio': '849,69'}, {'acertos': '4 Pontos', 'vencedores': 596, 'premio': '57,02'}, {'acertos': '3 Pontos', 'vencedores': 5239, 'premio': '5,00'}]"
161,"{'loteria': 'super-sete', 'concurso': 162}","['8', '3', '2', '0', '3', '3', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 2, 'premio': '11.003,81'}, {'acertos': '5 Pontos', 'vencedores': 25, 'premio': '1.257,57'}, {'acertos': '4 Pontos', 'vencedores': 500, 'premio': '62,87'}, {'acertos': '3 Pontos', 'vencedores': 4589, 'premio': '5,00'}]"
162,"{'loteria': 'super-sete', 'concurso': 163}","['0', '8', '3', '4', '9', '9', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 33, 'premio': '1.018,64'}, {'acertos': '4 Pontos', 'vencedores': 732, 'premio': '45,92'}, {'acertos': '3 Pontos', 'vencedores': 6215, 'premio': '5,00'}]"
163,"{'loteria': 'super-sete', 'concurso': 164}","['2', '9', '5', '2', '1', '2', '0']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '28.232,43'}, {'acertos': '5 Pontos', 'vencedores': 36, 'premio': '1.120,33'}, {'acertos': '4 Pontos', 'vencedores': 688, 'premio': '58,62'}, {'acertos': '3 Pontos', 'vencedores': 6705, 'premio': '5,00'}]"
164,"{'loteria': 'super-sete', 'concurso': 165}","['3', '6', '4', '3', '4', '4', '3']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '20.429,34'}, {'acertos': '5 Pontos', 'vencedores': 30, 'premio': '972,82'}, {'acertos': '4 Pontos', 'vencedores': 524, 'premio': '55,69'}, {'acertos': '3 Pontos', 'vencedores': 4709, 'premio': '5,00'}]"
165,"{'loteria': 'super-sete', 'concurso': 166}","['7', '9', '9', '7', '2', '2', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '908,00'}, {'acertos': '4 Pontos', 'vencedores': 583, 'premio': '65,41'}, {'acertos': '3 Pontos', 'vencedores': 5677, 'premio': '5,00'}]"
166,"{'loteria': 'super-sete', 'concurso': 167}","['2', '9', '1', '3', '5', '0', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '27.342,37'}, {'acertos': '5 Pontos', 'vencedores': 48, 'premio': '813,76'}, {'acertos': '4 Pontos', 'vencedores': 759, 'premio': '51,46'}, {'acertos': '3 Pontos', 'vencedores': 6755, 'premio': '5,00'}]"
167,"{'loteria': 'super-sete', 'concurso': 168}","['2', '3', '7', '9', '9', '1', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 5, 'premio': '5.470,69'}, {'acertos': '5 Pontos', 'vencedores': 57, 'premio': '685,55'}, {'acertos': '4 Pontos', 'vencedores': 740, 'premio': '52,80'}, {'acertos': '3 Pontos', 'vencedores': 6570, 'premio': '5,00'}]"
168,"{'loteria': 'super-sete', 'concurso': 169}","['3', '5', '3', '6', '5', '1', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 59, 'premio': '681,45'}, {'acertos': '4 Pontos', 'vencedores': 735, 'premio': '54,70'}, {'acertos': '3 Pontos', 'vencedores': 6723, 'premio': '5,00'}]"
169,"{'loteria': 'super-sete', 'concurso': 170}","['7', '5', '5', '9', '2', '0', '2']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '11.550,54'}, {'acertos': '5 Pontos', 'vencedores': 60, 'premio': '825,03'}, {'acertos': '4 Pontos', 'vencedores': 750, 'premio': '66,00'}, {'acertos': '3 Pontos', 'vencedores': 7168, 'premio': '5,00'}]"
170,"{'loteria': 'super-sete', 'concurso': 171}","['9', '3', '3', '9', '7', '5', '4']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '29.298,74'}, {'acertos': '5 Pontos', 'vencedores': 61, 'premio': '686,15'}, {'acertos': '4 Pontos', 'vencedores': 753, 'premio': '55,58'}, {'acertos': '3 Pontos', 'vencedores': 6383, 'premio': '5,00'}]"
171,"{'loteria': 'super-sete', 'concurso': 172}","['0', '9', '2', '4', '5', '1', '9']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 4, 'premio': '7.116,54'}, {'acertos': '5 Pontos', 'vencedores': 51, 'premio': '797,37'}, {'acertos': '4 Pontos', 'vencedores': 828, 'premio': '49,11'}, {'acertos': '3 Pontos', 'vencedores': 7202, 'premio': '5,00'}]"
172,"{'loteria': 'super-sete', 'concurso': 173}","['7', '2', '2', '2', '0', '4', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '26.759,90'}, {'acertos': '5 Pontos', 'vencedores': 35, 'premio': '1.092,24'}, {'acertos': '4 Pontos', 'vencedores': 623, 'premio': '61,36'}, {'acertos': '3 Pontos', 'vencedores': 5850, 'premio': '5,00'}]"
173,"{'loteria': 'super-sete', 'concurso': 174}","['8', '8', '2', '9', '9', '0', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '28.039,61'}, {'acertos': '5 Pontos', 'vencedores': 62, 'premio': '646,07'}, {'acertos': '4 Pontos', 'vencedores': 753, 'premio': '53,19'}, {'acertos': '3 Pontos', 'vencedores': 6018, 'premio': '5,00'}]"
174,"{'loteria': 'super-sete', 'concurso': 175}","['1', '8', '2', '4', '8', '4', '7']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '8.999,39'}, {'acertos': '5 Pontos', 'vencedores': 45, 'premio': '857,08'}, {'acertos': '4 Pontos', 'vencedores': 806, 'premio': '47,85'}, {'acertos': '3 Pontos', 'vencedores': 7674, 'premio': '5,00'}]"
175,"{'loteria': 'super-sete', 'concurso': 176}","['5', '1', '0', '2', '7', '1', '1']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 3, 'premio': '9.633,10'}, {'acertos': '5 Pontos', 'vencedores': 42, 'premio': '982,96'}, {'acertos': '4 Pontos', 'vencedores': 689, 'premio': '59,91'}, {'acertos': '3 Pontos', 'vencedores': 6615, 'premio': '5,00'}]"
176,"{'loteria': 'super-sete', 'concurso': 177}","['4', '6', '9', '8', '8', '3', '6']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 0, 'premio': '0,00'}, {'acertos': '5 Pontos', 'vencedores': 53, 'premio': '900,50'}, {'acertos': '4 Pontos', 'vencedores': 699, 'premio': '68,27'}, {'acertos': '3 Pontos', 'vencedores': 6728, 'premio': '5,00'}]"
177,"{'loteria': 'super-sete', 'concurso': 178}","['9', '7', '5', '5', '7', '4', '8']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 6, 'premio': '5.416,43'}, {'acertos': '5 Pontos', 'vencedores': 59, 'premio': '786,89'}, {'acertos': '4 Pontos', 'vencedores': 802, 'premio': '57,88'}, {'acertos': '3 Pontos', 'vencedores': 7544, 'premio': '5,00'}]"
178,"{'loteria': 'super-sete', 'concurso': 179}","['9', '3', '2', '8', '5', '3', '5']","[{'acertos': '7 Pontos', 'vencedores': 0, 'premio': '-'}, {'acertos': '6 Pontos', 'vencedores': 1, 'premio': '31.728,17'}, {'acertos': '5 Pontos', 'vencedores': 55, 'premio': '824,10'}, {'acertos': '4 Pontos', 'vencedores': 707, 'premio': '64,11'}, {'acertos': '3 Pontos', 'vencedores': 6591, 'premio': '5,00'}]"
